date,feature,IC_5D,IC_10D,IC_20D,Average_IC
2026-06-24,quality_score,0.09842340869182062,,,0.09842340869182062
2026-06-24,target_confidence,0.043581382325907844,,,0.043581382325907844
2026-06-24,expected_daily_return,-0.02830991555221537,,,-0.02830991555221537
2026-06-24,signal_strength,-0.05991588793991554,,,-0.05991588793991554
2026-06-24,expected_total_return,-0.07381176500160527,,,-0.07381176500160527
2026-06-24,raw_target_return_exact,,,,
2026-06-24,raw_expected_daily_return_exact,,,,
2026-06-24,raw_target_price_exact,,,,
2026-06-24,time_to_target,,,,
2026-06-24,signal_strength_adjustment_value,,,,
2026-06-24,final_expected_return_after_adjustments,,,,
2026-06-24,quality_score,0.10547078204529743,,,0.10547078204529743
2026-06-24,target_confidence,0.03316275087186669,,,0.03316275087186669
2026-06-24,expected_daily_return,-0.02201482130361355,,,-0.02201482130361355
2026-06-24,signal_strength,-0.060041481950357786,,,-0.060041481950357786
2026-06-24,expected_total_return,-0.06781714571636119,,,-0.06781714571636119
2026-06-24,raw_target_return_exact,,,,
2026-06-24,raw_expected_daily_return_exact,,,,
2026-06-24,raw_target_price_exact,,,,
2026-06-24,time_to_target,,,,
2026-06-24,signal_strength_adjustment_value,,,,
2026-06-24,final_expected_return_after_adjustments,,,,
2026-06-25,quality_score,0.11753326018020666,,,0.11753326018020666
2026-06-25,target_confidence,0.051220646017319196,,,0.051220646017319196
2026-06-25,signal_strength,0.003337714046501569,,,0.003337714046501569
2026-06-25,expected_daily_return,-0.020645950253367244,,,-0.020645950253367244
2026-06-25,expected_total_return,-0.029575040461464284,,,-0.029575040461464284
2026-06-25,raw_target_return_exact,,,,
2026-06-25,raw_expected_daily_return_exact,,,,
2026-06-25,raw_target_price_exact,,,,
2026-06-25,time_to_target,,,,
2026-06-25,signal_strength_adjustment_value,,,,
2026-06-25,final_expected_return_after_adjustments,,,,
2026-06-26,quality_score,0.10621388681998614,,,0.10621388681998614
2026-06-26,target_confidence,0.0857217471696717,,,0.0857217471696717
2026-06-26,final_expected_return_after_adjustments,0.03894440982853778,,,0.03894440982853778
2026-06-26,signal_strength,0.01631936096432901,,,0.01631936096432901
2026-06-26,raw_target_price_exact,-0.0005394024396483814,,,-0.0005394024396483814
2026-06-26,expected_total_return,-0.012421719186447034,,,-0.012421719186447034
2026-06-26,expected_daily_return,-0.013975330256325186,,,-0.013975330256325186
2026-06-26,raw_expected_daily_return_exact,-0.036762571591567615,,,-0.036762571591567615
2026-06-26,signal_strength_adjustment_value,-0.05105386708033669,,,-0.05105386708033669
2026-06-26,time_to_target,-0.1303233912091127,,,-0.1303233912091127
2026-06-26,raw_target_return_exact,-0.25767492144393583,,,-0.25767492144393583
2026-06-30,quality_score,0.09424139017364334,0.11623706482065028,,0.10523922749714681
2026-06-30,target_confidence,0.05715902914006173,0.08718705437339369,,0.07217304175672772
2026-06-30,final_expected_return_after_adjustments,0.044410284547807155,,,0.044410284547807155
2026-06-30,raw_target_price_exact,0.04185383822737109,,,0.04185383822737109
2026-06-30,signal_strength,0.047416251218199416,0.00432847906947349,,0.025872365143836454
2026-06-30,raw_expected_daily_return_exact,0.011203291427244511,,,0.011203291427244511
2026-06-30,expected_daily_return,-0.006381693676226242,-0.008789548060100403,,-0.007585620868163322
2026-06-30,expected_total_return,0.009392538447879227,-0.02474024921365244,,-0.0076738553828866055
2026-06-30,signal_strength_adjustment_value,-0.058119560264770956,,,-0.058119560264770956
2026-06-30,time_to_target,-0.1205056425304043,,,-0.1205056425304043
2026-06-30,raw_target_return_exact,-0.16612661832314446,,,-0.16612661832314446
2026-07-01,quality_score,0.07301519242091696,0.08386830734355313,,0.07844174988223504
2026-07-01,target_confidence,0.03223556039195897,0.0946998380206794,,0.06346769920631919
2026-07-01,signal_strength,0.04000680042078379,0.04436693318777343,,0.04218686680427861
2026-07-01,final_expected_return_after_adjustments,0.03865511689169552,,,0.03865511689169552
2026-07-01,raw_target_price_exact,0.026621722177483004,,,0.026621722177483004
2026-07-01,raw_expected_daily_return_exact,0.0181025787347663,,,0.0181025787347663
2026-07-01,expected_total_return,0.007647061976392736,0.004352455572897142,,0.005999758774644939
2026-07-01,expected_daily_return,-0.00736957538657269,0.005132298320591994,,-0.001118638532990348
2026-07-01,signal_strength_adjustment_value,-0.035601990970318555,,,-0.035601990970318555
2026-07-01,time_to_target,-0.09950898267178142,,,-0.09950898267178142
2026-07-01,raw_target_return_exact,-0.11122659464818337,,,-0.11122659464818337
2026-07-02,target_confidence,0.021328949958062424,0.09884152226739491,,0.06008523611272867
2026-07-02,quality_score,0.03096889194249858,0.044453426253050835,,0.037711159097774706
2026-07-02,signal_strength,0.015354209566712069,0.026851156578727414,,0.02110268307271974
2026-07-02,final_expected_return_after_adjustments,0.017936237606786448,,,0.017936237606786448
2026-07-02,signal_strength_adjustment_value,0.008513948426978762,,,0.008513948426978762
2026-07-02,raw_target_price_exact,0.0017708840502070522,,,0.0017708840502070522
2026-07-02,expected_total_return,-0.00891472923451682,-0.015058033190120414,,-0.011986381212318618
2026-07-02,raw_expected_daily_return_exact,-0.01716573683790088,,,-0.01716573683790088
2026-07-02,expected_daily_return,-0.016469648603645106,-0.019995102771977115,,-0.01823237568781111
2026-07-02,time_to_target,-0.04995292143799242,,,-0.04995292143799242
2026-07-02,raw_target_return_exact,-0.0869074551153499,,,-0.0869074551153499
2026-07-05,target_confidence,0.021146456006197713,0.099695610289272,,0.06042103314773486
2026-07-05,quality_score,0.021814616697210392,0.0343926457038236,,0.028103631200516996
2026-07-05,final_expected_return_after_adjustments,0.01725633431024891,,,0.01725633431024891
2026-07-05,signal_strength_adjustment_value,0.015497062506855347,,,0.015497062506855347
2026-07-05,signal_strength,0.008586048628923138,0.01882514833349738,,0.013705598481210259
2026-07-05,raw_target_price_exact,-0.008446054474672898,,,-0.008446054474672898
2026-07-05,expected_total_return,-0.012271040578591984,-0.019260978136236576,,-0.01576600935741428
2026-07-05,expected_daily_return,-0.016541767164746382,-0.020226175321622596,,-0.01838397124318449
2026-07-05,raw_expected_daily_return_exact,-0.02058703769930507,,,-0.02058703769930507
2026-07-05,time_to_target,-0.04299833029496584,,,-0.04299833029496584
2026-07-05,raw_target_return_exact,-0.08378332898532756,,,-0.08378332898532756
2026-07-06,signal_strength_adjustment_value,0.043977137975010946,0.08758095337476927,,0.06577904567489011
2026-07-06,target_confidence,0.015905548123848413,0.11497929126285515,,0.06544241969335178
2026-07-06,final_expected_return_after_adjustments,0.013027390014925993,0.012691010832914842,,0.012859200423920417
2026-07-06,quality_score,0.0003469214787624048,0.0030133250421824275,,0.0016801232604724162
2026-07-06,time_to_target,-0.010171199482058715,0.0032107429122996945,,-0.00348022828487951
2026-07-06,signal_strength,-0.010019058169510995,0.002863728756412453,,-0.003577664706549271
2026-07-06,expected_daily_return,-0.014190644368564194,-0.013235466421604216,,-0.013713055395084205
2026-07-06,expected_total_return,-0.017295254514730164,-0.014660853786870721,,-0.015978054150800444
2026-07-06,raw_target_price_exact,-0.00730402809240715,-0.05695921841269427,,-0.03213162325255071
2026-07-06,raw_expected_daily_return_exact,-0.041892124866443996,-0.1261985664812266,,-0.0840453456738353
2026-07-06,raw_target_return_exact,-0.0702394708494427,-0.21567169328414976,,-0.14295558206679623
2026-07-08,target_confidence,0.06272893121880682,0.1505403747158285,,0.10663465296731767
2026-07-08,signal_strength_adjustment_value,0.0863279675511416,0.10490908536834107,,0.09561852645974134
2026-07-08,time_to_target,0.023809162758063336,0.02427420488729857,,0.024041683822680952
2026-07-08,final_expected_return_after_adjustments,0.005920345736169502,-0.0154079300742069,,-0.0047437921690186985
2026-07-08,raw_target_price_exact,-0.002634802451443181,-0.017100845052184344,,-0.009867823751813762
2026-07-08,expected_daily_return,-0.017855176231337377,-0.01800800758909166,,-0.01793159191021452
2026-07-08,expected_total_return,-0.030123971408459654,-0.026830214343408362,,-0.02847709287593401
2026-07-08,signal_strength,-0.03789345773963922,-0.01909026866116452,,-0.02849186320040187
2026-07-08,quality_score,-0.04427198266104939,-0.042292746633872697,,-0.04328236464746105
2026-07-08,raw_expected_daily_return_exact,-0.09139591051642311,-0.14180745988071602,,-0.11660168519856956
2026-07-08,raw_target_return_exact,-0.10393208801487147,-0.2058901699691844,,-0.15491112899202794
2026-07-09,target_confidence,0.08306968587288693,0.14938671459374075,,0.11622820023331384
2026-07-09,signal_strength_adjustment_value,0.09384370795402704,0.11510482018236322,,0.10447426406819513
2026-07-09,time_to_target,0.02073618715959032,0.03834940722664132,,0.029542797193115818
2026-07-09,raw_target_price_exact,0.011049614012194467,0.0004663393053188926,,0.00575797665875668
2026-07-09,final_expected_return_after_adjustments,0.0018353837442589345,-0.00854564181768444,,-0.003355129036712753
2026-07-09,expected_daily_return,-0.022917847128300774,-0.01335349732640467,,-0.018135672227352722
2026-07-09,expected_total_return,-0.036814713403134205,-0.03630731087450059,,-0.0365610121388174
2026-07-09,signal_strength,-0.052850522233313796,-0.031600124100753677,,-0.042225323167033736
2026-07-09,quality_score,-0.04409218258462348,-0.048356848110152194,,-0.046224515347387835
2026-07-09,raw_expected_daily_return_exact,-0.10268138232024895,-0.14982274175049626,,-0.1262520620353726
2026-07-09,raw_target_return_exact,-0.12269075198668578,-0.1853635060469688,,-0.1540271290168273
2026-07-10,signal_strength_adjustment_value,0.09300921997384586,0.1394592742492456,,0.11623424711154573
2026-07-10,target_confidence,0.06188923263495501,0.14377226755340083,,0.10283075009417791
2026-07-10,time_to_target,0.016970038509325665,0.06448694252068865,,0.040728490515007154
2026-07-10,raw_target_price_exact,0.024183027363347525,0.0018161025578357173,,0.012999564960591622
2026-07-10,final_expected_return_after_adjustments,0.004183306027012004,-0.027684183481849298,,-0.011750438727418646
2026-07-10,expected_daily_return,-0.022051837694844378,-0.022481333751967356,,-0.02226658572340587
2026-07-10,expected_total_return,-0.03533729628391065,-0.05072729026778564,,-0.04303229327584815
2026-07-10,quality_score,-0.04163945530439563,-0.07088309652708326,,-0.05626127591573944
2026-07-10,signal_strength,-0.062315033963760605,-0.053090124774530664,,-0.057702579369145635
2026-07-10,raw_expected_daily_return_exact,-0.10788330721777709,-0.17540396445412124,,-0.14164363583594916
2026-07-10,raw_target_return_exact,-0.13508037625065963,-0.18021226550694658,,-0.1576463208788031
2026-07-11,signal_strength_adjustment_value,0.09434297783722215,0.14055166780591288,,0.11744732282156752
2026-07-11,target_confidence,0.06159978148470829,0.1432191866490501,,0.10240948406687919
2026-07-11,time_to_target,0.01843637344542251,0.06562751981353393,,0.04203194662947822
2026-07-11,raw_target_price_exact,0.02443815787844254,0.002045618958093965,,0.013241888418268252
2026-07-11,final_expected_return_after_adjustments,0.00391034852688835,-0.027826370131536462,,-0.011958010802324056
2026-07-11,expected_daily_return,-0.02198552277682368,-0.02125462037406965,,-0.021620071575446664
2026-07-11,expected_total_return,-0.03566323940986204,-0.05064987448258244,,-0.04315655694622224
2026-07-11,quality_score,-0.04148123360913889,-0.06917816422608415,,-0.055329698917611525
2026-07-11,signal_strength,-0.06357380482762305,-0.0540927098396649,,-0.058833257333643973
2026-07-11,raw_expected_daily_return_exact,-0.10906376368164714,-0.17640789802299836,,-0.14273583085232275
2026-07-11,raw_target_return_exact,-0.1354078916602384,-0.18066197595954814,,-0.15803493380989325
2026-07-13,signal_strength_adjustment_value,0.09023866874997692,0.1248043037300678,,0.10752148624002236
2026-07-13,target_confidence,0.062197112421046565,0.14520522116195647,,0.10370116679150151
2026-07-13,time_to_target,0.010385301108916159,0.049369232149511784,,0.029877266629213972
2026-07-13,raw_target_price_exact,0.03516585257403668,0.023573750124521384,,0.02936980134927903
2026-07-13,final_expected_return_after_adjustments,0.010285524718913464,-0.024548099612775667,,-0.0071312874469311015
2026-07-13,expected_daily_return,-0.018351062415485953,-0.021517465533233544,,-0.019934263974359746
2026-07-13,expected_total_return,-0.029456458190715185,-0.046503644930754325,,-0.03798005156073475
2026-07-13,quality_score,-0.03436902606170746,-0.05884039232445919,,-0.04660470919308332
2026-07-13,signal_strength,-0.06133128732309947,-0.044944960652647956,,-0.05313812398787371
2026-07-13,raw_expected_daily_return_exact,-0.10423010605334496,-0.1676053927172515,,-0.13591774938529821
2026-07-13,raw_target_return_exact,-0.13694229192734203,-0.18552166289156405,,-0.16123197740945305
2026-07-13,signal_strength_adjustment_value,0.08595805561134107,0.13315997234939173,,0.1095590139803664
2026-07-13,target_confidence,0.04001822608778327,0.16392093531121318,,0.10196958069949823
2026-07-13,raw_target_price_exact,0.05056407988457493,0.04639672043229017,,0.04848040015843255
2026-07-13,time_to_target,-0.00420367048031042,0.05795117125608139,,0.026873750387885482
2026-07-13,final_expected_return_after_adjustments,0.014283357500270056,-0.023937208186432506,,-0.004826925343081225
2026-07-13,expected_daily_return,-0.011492569019223001,-0.022352491953295462,,-0.016922530486259232
2026-07-13,expected_total_return,-0.022599053278377332,-0.054519891980358996,,-0.038559472629368166
2026-07-13,quality_score,-0.03201167458442852,-0.06500069940477239,,-0.04850618699460046
2026-07-13,signal_strength,-0.06886744656084873,-0.051949660179341224,,-0.06040855337009497
2026-07-13,raw_expected_daily_return_exact,-0.10385928510874572,-0.1876661220385165,,-0.1457627035736311
2026-07-13,raw_target_return_exact,-0.15255005436332497,-0.20122555061932687,,-0.1768878024913259
2026-07-14,target_confidence,0.040012461633987376,0.18107536349797848,0.2077102286887653,0.14293268460691036
2026-07-14,signal_strength_adjustment_value,0.08595570695975452,0.13899526049562488,,0.1124754837276897
2026-07-14,raw_target_price_exact,0.05056048290381537,0.059290098673874796,,0.05492529078884508
2026-07-14,time_to_target,-0.004209326994874124,0.06657313157007815,,0.03118190228760201
2026-07-14,final_expected_return_after_adjustments,0.014293944286791399,-0.02316950867814724,,-0.004437782195677921
2026-07-14,expected_daily_return,-0.011485629786936813,-0.022684880810165127,-0.10000035434432185,-0.044723621647141255
2026-07-14,quality_score,-0.03201230686406053,-0.07138666241696937,-0.03363470036559945,-0.045677889882209784
2026-07-14,expected_total_return,-0.022592195611630686,-0.06157957580297273,-0.1993865118665723,-0.0945194277603919
2026-07-14,signal_strength,-0.06886960452694976,-0.05697444901198705,-0.18594606305743058,-0.10393003886545578
2026-07-14,raw_expected_daily_return_exact,-0.10385500325848043,-0.20116993898864263,,-0.15251247112356153
2026-07-14,raw_target_return_exact,-0.1525532767273309,-0.21243647233748147,,-0.1824948745324062
2026-07-15,target_confidence,0.040012461633987376,0.1824476154628604,0.2163980764840435,0.14628605119363045
2026-07-15,signal_strength_adjustment_value,0.08595570695975452,0.13807929247611347,,0.112017499717934
2026-07-15,raw_target_price_exact,0.05056048290381537,0.05887611117425791,,0.054718297039036634
2026-07-15,time_to_target,-0.004209326994874124,0.06536639588893173,,0.0305785344470288
2026-07-15,final_expected_return_after_adjustments,0.014293944286791399,-0.021524762706861388,,-0.0036154092100349946
2026-07-15,expected_daily_return,-0.011485629786936813,-0.02174112875884316,-0.11204806123879947,-0.048424939928193154
2026-07-15,quality_score,-0.03201230686406053,-0.07292243028124776,-0.05232720694501444,-0.052420648030107576
2026-07-15,expected_total_return,-0.022592195611630686,-0.06041248669305393,-0.2124945519560765,-0.09849974475358703
2026-07-15,signal_strength,-0.06886960452694976,-0.0560926352385125,-0.18566663725046623,-0.1035429590053095
2026-07-15,raw_expected_daily_return_exact,-0.10385500325848043,-0.19959316110609449,,-0.15172408218228745
2026-07-15,raw_target_return_exact,-0.1525532767273309,-0.21236463977162706,,-0.182458958249479
2026-07-15,target_confidence,0.05022877442389609,0.19366010502055278,0.1431601400471337,0.12901633983052752
2026-07-15,signal_strength_adjustment_value,0.07988789452005793,0.15452662273582943,,0.11720725862794368
2026-07-15,raw_target_price_exact,0.05800886144672552,0.06374384959332477,,0.06087635552002514
2026-07-15,time_to_target,-0.01074051528285856,0.06495882507684823,,0.027109154896994836
2026-07-15,final_expected_return_after_adjustments,0.011815943488060211,-0.01754950785536507,,-0.002866782183652429
2026-07-15,expected_daily_return,-0.009693701512591208,-0.023942420463078207,-0.07656473235763483,-0.036733618111101415
2026-07-15,quality_score,-0.029172258026621725,-0.08435696743880093,-0.048107065129746336,-0.053878763531722995
2026-07-15,expected_total_return,-0.0221494670664556,-0.06021421012313334,-0.15155513880251312,-0.07797293866403403
2026-07-15,signal_strength,-0.0700025746209553,-0.0759863655810786,-0.14994854892964324,-0.09864582971055906
2026-07-15,raw_expected_daily_return_exact,-0.10335496040189744,-0.20882119283932019,,-0.1560880766206088
2026-07-15,raw_target_return_exact,-0.15984902356313713,-0.22917333317201152,,-0.1945111783675743
2026-07-18,target_confidence,0.02459243317293875,0.1727566689936977,0.16792996737631255,0.12175968984764966
2026-07-18,signal_strength_adjustment_value,0.07376645930244112,0.14965841222702697,,0.11171243576473405
2026-07-18,raw_target_price_exact,0.06414436121631423,0.08231068571581732,,0.07322752346606577
2026-07-18,final_expected_return_after_adjustments,0.012739089144044839,-0.0016525436218992947,,0.005543272761072772
2026-07-18,time_to_target,-0.02932470162160215,0.036165234591707236,,0.003420266485052543
2026-07-18,expected_daily_return,-0.0034868264346276266,-0.01867205954082218,-0.10044850509723519,-0.040869130357561664
2026-07-18,quality_score,-0.031030629470501874,-0.07967309579756773,-0.04201171066980133,-0.050905145312623655
2026-07-18,expected_total_return,-0.01333716108591195,-0.04909095610675959,-0.12971960897674223,-0.06404924205647126
2026-07-18,signal_strength,-0.08112078886991878,-0.10352374336865748,-0.10312389761494756,-0.0959228099511746
2026-07-18,raw_expected_daily_return_exact,-0.09385773032102498,-0.19801300861306467,,-0.14593536946704483
2026-07-18,raw_target_return_exact,-0.17135630358973397,-0.24703898290604884,,-0.20919764324789142
2026-07-19,target_confidence,0.02459243317293875,0.17260684437652374,0.1678440446537486,0.12168110740107037
2026-07-19,signal_strength_adjustment_value,0.07376645930244112,0.14944489605958586,,0.11160567768101348
2026-07-19,raw_target_price_exact,0.06414436121631423,0.08232694980645786,,0.07323565551138604
2026-07-19,final_expected_return_after_adjustments,0.012739089144044839,-0.0014522452590812432,,0.0056434219424817975
2026-07-19,time_to_target,-0.02932470162160215,0.03602885260298093,,0.0033520754906893897
2026-07-19,expected_daily_return,-0.0034868264346276266,-0.01852628538113833,-0.10045912582294679,-0.04082407921290425
2026-07-19,quality_score,-0.031030629470501874,-0.07963031225435954,-0.04195265522861677,-0.05087119898449274
2026-07-19,expected_total_return,-0.01333716108591195,-0.04894726306823972,-0.12968175292470085,-0.06398872569295085
2026-07-19,signal_strength,-0.08112078886991878,-0.1033987091359313,-0.10306517866891604,-0.0958615588915887
2026-07-19,raw_expected_daily_return_exact,-0.09385773032102498,-0.197814320098743,,-0.14583602520988398
2026-07-19,raw_target_return_exact,-0.17135630358973397,-0.24679390166863957,,-0.20907510262918677
2026-07-21,target_confidence,0.04374837911521092,0.13799094464728537,0.19293617106001906,0.12489183160750512
2026-07-21,signal_strength_adjustment_value,0.07069864127833954,0.14564365460841608,0.11247122201279598,0.1096045059665172
2026-07-21,raw_target_price_exact,0.0663727512378499,0.08947235769704384,0.06388289234260967,0.07324266709250114
2026-07-21,final_expected_return_after_adjustments,0.010136878251304915,0.005848366828015041,-0.018700963288092922,-0.0009052394029243222
2026-07-21,time_to_target,-0.03695577484451592,0.022504508680358856,0.0003019650555341781,-0.004716433702874295
2026-07-21,expected_daily_return,-0.00042049811618057254,-0.009462431969468521,-0.0873858895895331,-0.0324229398917274
2026-07-21,quality_score,-0.03309133938166835,-0.07713859092920414,-0.04910088675897103,-0.0531102723566145
2026-07-21,expected_total_return,-0.0087028539861277,-0.04062827517763994,-0.11382909841182595,-0.054386742525197866
2026-07-21,signal_strength,-0.0834002559775835,-0.1125690082714191,-0.09967896791840769,-0.0985494107224701
2026-07-21,raw_expected_daily_return_exact,-0.08707464506406566,-0.19243659979521796,-0.21070834610543338,-0.16340653032157235
2026-07-21,raw_target_return_exact,-0.17159497112043537,-0.2550403199696858,-0.3837186463007263,-0.2701179791302825
2026-07-21,target_confidence,0.04374837911521092,0.13799094464728537,0.19293617106001906,0.12489183160750512
2026-07-21,signal_strength_adjustment_value,0.07069864127833954,0.14564365460841608,0.11247122201279598,0.1096045059665172
2026-07-21,raw_target_price_exact,0.0663727512378499,0.08947235769704384,0.06388289234260967,0.07324266709250114
2026-07-21,final_expected_return_after_adjustments,0.010136878251304915,0.005848366828015041,-0.018700963288092922,-0.0009052394029243222
2026-07-21,time_to_target,-0.03695577484451592,0.022504508680358856,0.0003019650555341781,-0.004716433702874295
2026-07-21,expected_daily_return,-0.00042049811618057254,-0.009462431969468521,-0.0873858895895331,-0.0324229398917274
2026-07-21,quality_score,-0.03309133938166835,-0.07713859092920414,-0.04910088675897103,-0.0531102723566145
2026-07-21,expected_total_return,-0.0087028539861277,-0.04062827517763994,-0.11382909841182595,-0.054386742525197866
2026-07-21,signal_strength,-0.0834002559775835,-0.1125690082714191,-0.09967896791840769,-0.0985494107224701
2026-07-21,raw_expected_daily_return_exact,-0.08707464506406566,-0.19243659979521796,-0.21070834610543338,-0.16340653032157235
2026-07-21,raw_target_return_exact,-0.17159497112043537,-0.2550403199696858,-0.3837186463007263,-0.2701179791302825
2026-07-22,target_confidence,0.06417233392984789,0.14790123728489268,0.2199164233171662,0.14399666484396892
2026-07-22,signal_strength_adjustment_value,0.06453963225582136,0.1387636526690572,0.14201896467963715,0.11510741653483858
2026-07-22,raw_target_price_exact,0.07442658135020548,0.09613824841637529,0.11450946002114407,0.09502476326257496
2026-07-22,time_to_target,-0.0408614628263948,0.013664621843821547,0.012547756028418303,-0.0048830283180516494
2026-07-22,final_expected_return_after_adjustments,0.003969458123130102,0.0035011491203833854,-0.03885531573411793,-0.010461569496868148
2026-07-22,expected_daily_return,-0.0022886976536745087,-0.007267328825572196,-0.07333263878843975,-0.02762955508922882
2026-07-22,quality_score,-0.021130672171076222,-0.0672372933638366,-0.04500206749277259,-0.04445667767589514
2026-07-22,expected_total_return,-0.01011024105801079,-0.038843501078679926,-0.09839231295299974,-0.04911535169656348
2026-07-22,signal_strength,-0.08216215257272862,-0.11699742990187383,-0.09785265632258275,-0.09900407959906173
2026-07-22,raw_expected_daily_return_exact,-0.0832051531086564,-0.18854776395701128,-0.22099231039942963,-0.16424840915503244
2026-07-22,raw_target_return_exact,-0.17091890522182432,-0.2600621926900741,-0.3760753007139882,-0.26901879954196223
2026-07-22,target_confidence,0.06222867254953664,0.14720811078134835,0.21941261842152496,0.14294980058413664
2026-07-22,signal_strength_adjustment_value,0.06805949885315866,0.14054913678871622,0.14347520631662053,0.1173612806528318
2026-07-22,raw_target_price_exact,0.07342067862149648,0.09622346524979429,0.11580094087340534,0.09514836158156537
2026-07-22,time_to_target,-0.03697349178228356,0.015304828014417897,0.011833517767568615,-0.0032783820000990165
2026-07-22,final_expected_return_after_adjustments,0.0034273127969700196,0.0035256095260980053,-0.03975176666399765,-0.010932948113643209
2026-07-22,expected_daily_return,-0.0026608569613851183,-0.007371242013517989,-0.07377687876408028,-0.02793632591299446
2026-07-22,quality_score,-0.02136673428126589,-0.06706276798303559,-0.04447990585169544,-0.04430313603866565
2026-07-22,expected_total_return,-0.01166261572419343,-0.040076738171704526,-0.0983723153772601,-0.050037223091052685
2026-07-22,signal_strength,-0.08427061264088559,-0.11789126964199473,-0.09779900149712382,-0.09998696126000138
2026-07-22,raw_expected_daily_return_exact,-0.08571667095342854,-0.19016739795324863,-0.22043597189156722,-0.1654400135994148
2026-07-22,raw_target_return_exact,-0.16877603582400422,-0.26006724042532164,-0.3779479485952513,-0.26893040828152576
2026-07-22,target_confidence,0.0632229256685961,0.1480812898751593,0.22042142222515354,0.14390854592296964
2026-07-22,signal_strength_adjustment_value,0.06729413935789644,0.13978144016746386,0.1398021831427883,0.11562592088938288
2026-07-22,raw_target_price_exact,0.07336215783722053,0.09613035639695393,0.11602302584391361,0.09517184669269602
2026-07-22,time_to_target,-0.037945227704176195,0.01363556176447343,0.006159552746153139,-0.006050037731183209
2026-07-22,final_expected_return_after_adjustments,0.003295673929641987,0.0034579532927012007,-0.038682198261864385,-0.010642857013173732
2026-07-22,expected_daily_return,-0.002525148784393762,-0.0071815765646348565,-0.0729909738880808,-0.027565899745703143
2026-07-22,quality_score,-0.02015146635740123,-0.06594557764161973,-0.042832035431955295,-0.04297635981032542
2026-07-22,expected_total_return,-0.011493788264128169,-0.03951520976210452,-0.09645489780694695,-0.049154631944393214
2026-07-22,signal_strength,-0.08429891256155686,-0.11816619191358302,-0.096202428170035,-0.0995558442150583
